t_s,zoom_state
3.1991,4.1000
3.2105,4.1000
3.2194,4.1000
3.2293,4.1000
3.2411,4.1000
3.2516,4.1000
3.2594,4.1000
3.2704,4.2000
3.2796,4.2000
3.2897,4.2000
3.2993,4.2000
3.3096,4.2000
3.3214,4.2000
3.3296,4.2000
3.3393,4.2000
3.3494,4.2000
3.3596,4.2000
3.3728,4.2000
3.3799,4.2000
3.3894,4.3000
3.3997,4.3000
3.4095,4.3000
3.4190,4.3000
3.4297,4.3000
3.4395,4.3000
3.4504,4.4000
3.4599,4.4000
3.4699,4.4000
3.4795,4.4000
3.4943,4.4000
3.5006,4.4000
3.5094,4.4000
3.5206,4.4000
3.5302,4.4000
3.5387,4.4000
3.5490,4.4000
3.5590,4.4000
3.5694,4.4000
3.5802,4.4000
3.5902,4.4000
3.5999,4.5000
3.6101,4.5000
3.6197,4.5000
3.6300,4.5000
3.6397,4.5000
3.6504,4.5000
3.6593,4.6000
3.6697,4.6000
3.6797,4.6000
3.6925,4.6000
3.6997,4.6000
3.7094,4.6000
3.7201,4.6000
3.7299,4.6000
3.7399,4.6000
3.7496,4.6000
3.7598,4.6000
3.7720,4.6000
3.7799,4.7000
3.7899,4.7000
3.7996,4.7000
3.8098,4.7000
3.8200,4.7000
3.8294,4.7000
3.8394,4.7000
3.8508,4.7000
3.8595,4.7000
3.8699,4.8000
3.8802,4.8000
3.8894,4.8000
3.9003,4.8000
3.9098,4.8000
3.9194,4.8000
3.9301,4.8000
3.9400,4.8000
3.9496,4.8000
3.9598,4.8000
3.9712,4.8000
3.9796,4.8000
3.9895,4.9000
3.9992,4.9000
4.0107,4.9000
4.0194,4.9000
4.0292,4.9000
4.0401,4.9000
4.0495,4.9000
4.0594,4.9000
4.0697,5.0000
4.0805,5.0000
4.0900,5.0000
4.1001,5.0000
4.1098,5.0000
4.1193,5.0000
4.1299,5.0000
4.1402,5.0000
4.1498,5.0000
4.1592,5.0000
4.1696,5.0000
4.1794,5.1000
4.1893,5.1000
4.2001,5.1000
4.2102,5.1000
4.2195,5.1000
4.2296,5.1000
4.2397,5.1000
4.2502,5.1000
4.2603,5.2000
4.2698,5.2000
4.2792,5.2000
4.2899,5.2000
4.2999,5.2000
4.3095,5.2000
4.3192,5.2000
4.3313,5.2000
4.3394,5.2000
4.3496,5.2000
4.3604,5.2000
4.3717,5.2000
4.3803,5.3000
4.3903,5.3000
4.3999,5.3000
4.4119,5.3000
4.4207,5.3000
4.4300,5.3000
4.4402,5.3000
4.4513,5.3000
4.4604,5.4000
4.4704,5.4000
4.4801,5.4000
4.4931,5.4000
4.4994,5.4000
4.5101,5.4000
4.5204,5.4000
4.5306,5.4000
4.5397,5.4000
4.5499,5.4000
4.5601,5.4000
4.5717,5.4000
4.5790,5.4000
4.5902,5.5000
4.6009,5.5000
4.6101,5.5000
4.6208,5.5000
4.6295,5.5000
4.6396,5.5000
4.6494,5.6000
4.6601,5.6000
4.6708,5.6000
4.6793,5.6000
4.6894,5.6000
4.6999,5.6000
4.7098,5.6000
4.7225,5.6000
4.7296,5.6000
4.7399,5.6000
4.7497,5.6000
4.7599,5.6000
4.7727,5.6000
4.7801,5.6000
4.7899,5.6000
4.7998,5.7000
4.8120,5.7000
4.8202,5.7000
4.8296,5.7000
4.8413,5.7000
4.8505,5.7000
4.8600,5.7000
4.8710,5.7000
4.8799,5.8000
4.8898,5.8000
4.8995,5.8000
4.9100,5.8000
4.9197,5.8000
4.9294,5.8000
4.9399,5.8000
4.9498,5.8000
4.9618,5.8000
4.9737,5.8000
4.9796,5.8000
4.9898,5.9000
4.9997,5.9000
5.2597,6.0000
5.2604,6.0000
5.2612,6.0000
5.2617,6.0000
5.2622,6.0000
5.2627,6.0000
5.2632,6.0000
5.2636,6.0000
5.2642,6.0000
5.2647,6.0000
5.2651,6.0000
5.2708,6.0000
5.2792,6.0000
5.2899,6.0000
5.2995,6.0000
5.3100,6.0000
5.3203,6.0000
5.3302,6.0000
5.3389,6.0000
5.3513,6.0000
5.3600,6.0000
5.3706,6.0000
5.3794,6.0000
5.3900,6.0000
5.3995,6.0000
5.4112,6.0000
5.4206,6.0000
5.4296,6.0000
5.4397,6.0000
5.4514,6.0000
5.4599,6.0000
5.4702,6.0000
5.4799,6.0000
5.4916,6.0000
5.4998,6.0000
5.5102,6.0000
5.5199,6.0000
5.5315,6.0000
5.5406,6.0000
5.5498,6.0000
5.5598,6.0000
5.5714,6.0000
5.5806,6.0000
5.5896,6.0000
5.5997,6.0000
5.6106,6.0000
5.6197,6.0000
5.6295,6.0000
5.6405,6.0000
5.6509,6.0000
5.6602,6.0000
5.6709,6.0000
5.6798,6.0000
5.6901,6.0000
5.6995,6.0000
5.7099,6.0000
5.7193,6.0000
5.7303,6.0000
5.7401,6.0000
5.7495,6.0000
5.7592,6.0000
5.7709,6.0000
5.7798,6.0000
5.7895,6.0000
5.8001,6.0000
5.8106,6.0000
5.8194,6.0000
5.8299,6.0000
5.8398,6.0000
5.8503,6.0000
5.8597,6.0000
5.8696,6.0000
5.8795,6.0000
5.8906,6.0000
5.8997,6.0000
5.9098,6.0000
5.9196,6.0000
5.9309,6.0000
5.9394,6.0000
5.9495,6.0000
5.9601,6.0000
5.9702,6.0000
5.9796,6.0000
5.9897,6.0000
5.9994,6.0000
6.0109,6.0000
6.0202,6.0000
6.0298,6.0000
6.0395,6.0000
6.0510,6.0000
6.0600,6.0000
6.0693,6.0000
6.0795,6.0000
