t_s,zoom_state
2.1908,1.1000
2.2000,1.1000
2.2093,1.1000
2.2191,1.1000
2.2308,1.1000
2.2395,1.1000
2.2495,1.1000
2.2595,1.1000
2.2711,1.1000
2.2794,1.1000
2.2908,1.1000
2.3000,1.1000
2.3110,1.1000
2.3210,1.1000
2.3300,1.1000
2.3395,1.1000
2.3513,1.1000
2.3598,1.1000
2.3693,1.1000
2.3793,1.1000
2.3924,1.1000
2.3995,1.1000
2.4096,1.1000
2.4205,1.1000
2.4323,1.1000
2.4401,1.1000
2.4505,1.1000
2.4596,1.1000
2.4694,1.1000
2.4811,1.1000
2.4896,1.1000
2.4992,1.1000
2.5109,1.1000
2.5196,1.1000
2.5293,1.1000
2.5410,1.1000
2.5511,1.1000
2.5604,1.1000
2.5700,1.1000
2.5801,1.1000
2.5898,1.1000
2.6009,1.1000
2.6103,1.1000
2.6199,1.1000
2.6297,1.1000
2.6414,1.1000
2.6503,1.1000
2.6606,1.1000
2.6730,1.1000
2.6805,1.1000
2.6898,1.1000
2.7000,1.1000
2.7099,1.1000
2.7209,1.1000
2.7298,1.1000
2.7407,1.1000
2.7523,1.1000
2.7605,1.1000
2.7700,1.1000
2.7800,1.1000
2.7896,1.1000
2.8014,1.1000
2.8102,1.1000
2.8202,1.1000
2.8297,1.1000
2.8413,1.1000
2.8500,1.1000
2.8600,1.1000
2.8706,1.1000
2.8813,1.1000
2.8899,1.1000
2.9006,1.1000
2.9121,1.1000
2.9200,1.1000
2.9312,1.1000
2.9399,1.1000
2.9495,1.1000
2.9610,1.1000
2.9701,1.1000
2.9796,1.1000
2.9895,1.1000
3.0009,1.1000
3.0105,1.1000
3.0201,1.1000
3.0335,1.1000
3.0398,1.1000
3.0493,1.1000
3.0600,1.1000
3.0694,1.1000
3.0811,1.1000
3.0907,1.1000
3.0997,1.1000
3.1094,1.0000
3.1210,1.0000
3.1301,1.0000
3.1400,1.0000
3.1527,1.0000
3.1603,1.0000
3.1696,1.0000
3.1795,1.0000
3.1907,1.0000
3.2006,1.0000
3.2100,1.0000
3.2198,1.0000
3.2301,1.0000
3.2399,1.0000
3.2534,1.0000
3.2599,1.0000
3.2698,1.0000
3.2802,1.0000
3.2902,1.0000
3.3003,1.0000
3.3104,1.0000
3.3216,1.0000
3.3297,1.0000
3.3394,1.0000
3.3506,1.0000
3.3590,1.0000
3.3689,1.0000
3.3802,1.0000
3.3920,1.0000
3.3992,1.0000
3.4100,1.0000
3.4196,1.0000
3.4309,1.0000
3.4401,1.0000
3.4514,1.0000
3.4596,1.0000
3.4717,1.0000
3.4797,1.0000
3.4893,1.0000
3.4997,1.0000
3.5116,1.0000
3.5196,1.0000
3.5298,1.0000
3.5397,1.0000
3.5517,1.0000
3.5606,1.0000
3.5703,1.0000
3.5798,1.0000
3.5912,1.0000
3.6003,1.0000
3.6101,1.0000
3.6198,1.0000
3.6302,1.0000
3.6406,1.0000
3.6498,1.0000
3.6598,1.0000
3.6719,1.0000
3.6800,1.0000
3.6898,1.0000
3.7005,1.0000
3.7095,1.0000
3.7203,1.0000
3.7312,1.0000
3.7399,1.0000
3.7499,1.0000
3.7604,1.0000
3.7702,1.0000
3.7796,1.0000
3.7896,1.0000
3.8004,1.0000
3.8103,1.0000
3.8202,1.0000
3.8327,1.0000
3.8402,1.0000
3.8509,1.0000
3.8605,1.0000
3.8721,1.0000
3.8793,1.0000
3.8941,1.0000
3.8993,1.0000
3.9108,1.0000
3.9204,1.0000
3.9296,1.0000
3.9396,1.0000
3.9494,1.0000
3.9603,1.0000
3.9696,1.0000
3.9801,1.0000
3.9921,1.0000
3.9997,1.0000
4.0094,1.0000
4.0201,1.0000
4.0298,1.0000
4.0401,1.0000
4.0501,1.0000
4.0597,1.0000
4.0694,1.0000
4.0809,1.0000
4.0897,1.0000
4.0994,1.0000
4.1097,1.0000
4.1202,1.0000
4.1295,1.0000
4.1395,1.0000
4.1527,1.0000
4.1600,1.0000
4.1696,1.0000
4.1806,1.0000
4.1896,1.0000
4.2013,1.0000
4.2108,1.0000
4.2201,1.0000
4.2295,1.0000
4.2411,1.0000
4.2499,1.0000
4.2597,1.0000
4.2697,1.0000
4.2807,1.0000
4.2900,1.0000
4.2994,1.0000
4.3101,1.0000
4.3206,1.0000
4.3303,1.0000
4.3397,1.0000
4.3500,1.0000
4.3602,1.0000
4.3704,1.0000
4.3800,1.0000
4.3901,1.0000
4.4014,1.0000
4.4104,1.0000
4.4199,1.0000
4.4299,1.0000
4.4416,1.0000
4.4501,1.0000
4.4606,1.0000
4.4698,1.0000
4.4796,1.0000
4.4897,1.0000
4.4996,1.0000
4.5099,1.0000
4.5206,1.0000
4.5305,1.0000
4.5402,1.0000
4.5508,1.0000
4.5598,1.0000
4.5697,1.0000
4.5805,1.0000
4.5908,1.0000
4.6000,1.0000
4.6101,1.0000
4.6195,1.0000
4.6321,1.0000
4.6392,1.0000
4.6492,1.0000
4.6599,1.1000
4.6705,1.1000
4.6793,1.1000
4.6909,1.1000
4.7009,1.2000
4.7115,1.2000
4.7205,1.2000
4.7298,1.2000
4.7392,1.2000
4.7494,1.2000
4.7610,1.2000
4.7693,1.2000
4.7793,1.2000
4.7901,1.2000
4.8024,1.2000
4.8101,1.2000
4.8204,1.2000
4.8313,1.2000
4.8400,1.2000
4.8503,1.2000
4.8599,1.2000
4.8723,1.2000
4.8796,1.2000
4.8898,1.2000
4.8994,1.2000
4.9113,1.2000
4.9205,1.2000
4.9297,1.2000
4.9396,1.2000
4.9523,1.2000
4.9593,1.2000
4.9694,1.2000
4.9797,1.2000
4.9895,1.2000
5.0003,1.2000
5.0105,1.2000
5.0198,1.2000
5.0321,1.2000
5.0407,1.2000
5.0497,1.2000
5.0605,1.2000
5.0701,1.2000
5.0808,1.2000
5.0898,1.2000
5.0995,1.2000
5.1123,1.2000
