sample_index,t_received,t_display,latency_ms
0,1777956025.631940,1777956025.433000,198.940
1,1777956026.302924,1777956026.112000,190.924
2,1777956037.803458,1777956037.669000,134.458
3,1777956043.037960,1777956042.863000,174.960
4,1777956061.809904,1777956061.661000,148.904
5,1777956068.626959,1777956068.461000,165.959
6,1777956092.135867,1777956091.982000,153.867
