sample_index,t_received,t_display,latency_ms
627,1776348205.633949,1776348205.367000,266.949
628,1776348205.684850,1776348205.396000,288.850
629,1776348205.788840,1776348205.521000,267.840
630,1776348205.841414,1776348205.565000,276.414
631,1776348206.002352,1776348205.727000,275.352
632,1776348206.056340,1776348205.789000,267.340
633,1776348206.269352,1776348205.997000,272.352
634,1776348206.374149,1776348206.131000,243.149
635,1776348206.426660,1776348206.158000,268.660
636,1776348206.478897,1776348206.188000,290.897
637,1776348206.584166,1776348206.323000,261.166
638,1776348206.637475,1776348206.352000,285.475
639,1776348206.800719,1776348206.524000,276.720
640,1776348206.852427,1776348206.583000,269.427
641,1776348206.906500,1776348206.630000,276.500
642,1776348207.013370,1776348206.756000,257.370
643,1776348207.066338,1776348206.785000,281.338
644,1776348207.169825,1776348206.933000,236.825
645,1776348207.224206,1776348206.965000,259.206
646,1776348207.281848,1776348206.995000,286.848
647,1776348207.396543,1776348207.129000,267.543
648,1776348207.452817,1776348207.190000,262.817
649,1776348207.625080,1776348207.349000,276.080
650,1776348207.683392,1776348207.394000,289.392
651,1776348207.792535,1776348207.527000,265.535
652,1776348207.847912,1776348207.596000,251.912
653,1776348208.014271,1776348207.762000,252.271
654,1776348208.071498,1776348207.790000,281.498
655,1776348208.179097,1776348207.929000,250.097
656,1776348208.230310,1776348207.966000,264.310
657,1776348208.282625,1776348207.981000,301.625
658,1776348208.385674,1776348208.133000,252.674
659,1776348208.488614,1776348208.221000,267.614
660,1776348208.591352,1776348208.327000,264.353
661,1776348208.643203,1776348208.355000,288.203
662,1776348208.797265,1776348208.532000,265.265
663,1776348208.855595,1776348208.565000,290.595
664,1776348209.022311,1776348208.751000,271.311
665,1776348209.127719,1776348208.829000,298.719
666,1776348209.179766,1776348208.928000,251.766
667,1776348209.232300,1776348208.955000,277.300
668,1776348209.284610,1776348209.000000,284.610
669,1776348209.444353,1776348209.162000,282.353
670,1776348209.496673,1776348209.219000,277.673
671,1776348209.600697,1776348209.321000,279.697
672,1776348209.651787,1776348209.396000,255.787
673,1776348209.806297,1776348209.531000,275.297
674,1776348209.857769,1776348209.592000,265.769
675,1776348210.012285,1776348209.780000,232.285
676,1776348210.077834,1776348209.807000,270.834
677,1776348210.178578,1776348209.945000,233.578
678,1776348210.230762,1776348209.980000,250.762
679,1776348210.283001,1776348210.009000,274.001
680,1776348210.334943,1776348210.038000,296.943
681,1776348210.387913,1776348210.139000,248.913
682,1776348210.440299,1776348210.180000,260.299
683,1776348210.492115,1776348210.247000,245.115
684,1776348210.595988,1776348210.344000,251.988
685,1776348210.648166,1776348210.405000,243.166
686,1776348210.700773,1776348210.448000,252.774
687,1776348210.806501,1776348210.581000,225.501
688,1776348210.858611,1776348210.610000,248.611
689,1776348210.909974,1776348210.640000,269.974
690,1776348211.014047,1776348210.771000,243.047
691,1776348211.066494,1776348210.814000,252.494
692,1776348211.119461,1776348210.845000,274.461
693,1776348211.172631,1776348210.938000,234.631
694,1776348211.224669,1776348210.973000,251.669
695,1776348211.281902,1776348210.999000,282.902
696,1776348211.333111,1776348211.046000,287.111
697,1776348211.384287,1776348211.147000,237.287
698,1776348211.437158,1776348211.174000,263.158
699,1776348211.490147,1776348211.205000,285.147
700,1776348211.592788,1776348211.350000,242.789
701,1776348211.643619,1776348211.379000,264.619
702,1776348211.694972,1776348211.440000,254.972
703,1776348211.796614,1776348211.541000,255.614
704,1776348211.848004,1776348211.583000,265.004
705,1776348211.899551,1776348211.638000,261.551
706,1776348212.002110,1776348211.742000,260.109
707,1776348212.054046,1776348211.815000,239.046
708,1776348212.105155,1776348211.846000,259.155
709,1776348212.207410,1776348211.978000,229.410
710,1776348212.258434,1776348212.006000,252.434
711,1776348212.309547,1776348212.048000,261.547
712,1776348212.412237,1776348212.176000,236.237
713,1776348212.471350,1776348212.206000,265.350
714,1776348212.524968,1776348212.235000,289.968
715,1776348212.577725,1776348212.342000,235.725
716,1776348212.629451,1776348212.376000,253.451
717,1776348212.682027,1776348212.406000,276.027
718,1776348212.785458,1776348212.541000,244.458
719,1776348212.835815,1776348212.569000,266.815
720,1776348212.888032,1776348212.615000,273.032
721,1776348212.990506,1776348212.747000,243.506
722,1776348213.041494,1776348212.776000,265.494
723,1776348213.093685,1776348212.831000,262.685
724,1776348213.197315,1776348212.945000,252.315
725,1776348213.250258,1776348213.007000,243.258
726,1776348213.302036,1776348213.048000,254.036
727,1776348213.454680,1776348213.212000,242.680
728,1776348213.505521,1776348213.239000,266.521
729,1776348213.606955,1776348213.367000,239.955
730,1776348213.668585,1776348213.399000,269.585
731,1776348213.722349,1776348213.447000,275.349
732,1776348213.825997,1776348213.573000,252.997
733,1776348213.876903,1776348213.614000,262.902
734,1776348213.928002,1776348213.640000,288.002
735,1776348213.981147,1776348213.744000,237.147
736,1776348214.033235,1776348213.772000,261.235
737,1776348214.085446,1776348213.845000,240.446
738,1776348214.241098,1776348213.980000,261.098
739,1776348214.294077,1776348214.042000,252.077
740,1776348214.396564,1776348214.141000,255.564
741,1776348214.448552,1776348214.203000,245.552
742,1776348214.500950,1776348214.246000,254.950
743,1776348214.607563,1776348214.347000,260.564
744,1776348214.658450,1776348214.418000,240.450
745,1776348214.709927,1776348214.445000,264.927
746,1776348214.814288,1776348214.579000,235.288
747,1776348214.874634,1776348214.609000,265.634
748,1776348214.927651,1776348214.653000,274.651
749,1776348215.032957,1776348214.771000,261.957
750,1776348215.085559,1776348214.814000,271.559
751,1776348215.187917,1776348214.961000,226.917
752,1776348215.238332,1776348214.974000,264.332
753,1776348215.290334,1776348215.051000,239.334
754,1776348215.393431,1776348215.149000,244.431
755,1776348215.443953,1776348215.178000,265.953
756,1776348215.495953,1776348215.245000,250.953
757,1776348215.651884,1776348215.408000,243.884
758,1776348215.703483,1776348215.452000,251.483
759,1776348215.806004,1776348215.541000,265.004
760,1776348215.857778,1776348215.609000,248.778
761,1776348215.909633,1776348215.642000,267.633
762,1776348216.012306,1776348215.772000,240.306
763,1776348216.071531,1776348215.813000,258.531
764,1776348216.123318,1776348215.841000,282.318
765,1776348216.226627,1776348215.972000,254.627
766,1776348216.279019,1776348216.016000,263.019
767,1776348216.383967,1776348216.141000,242.967
768,1776348216.490262,1776348216.245000,245.262
769,1776348216.594810,1776348216.345000,249.810
770,1776348216.646255,1776348216.413000,233.254
771,1776348216.697752,1776348216.441000,256.752
772,1776348216.872100,1776348216.623000,249.100
773,1776348216.928109,1776348216.623000,305.110
774,1776348216.982083,1776348216.742000,240.083
775,1776348217.034800,1776348216.769000,265.800
776,1776348217.085578,1776348216.803000,282.578
777,1776348217.241013,1776348216.983000,258.013
778,1776348217.293121,1776348217.012000,281.121
779,1776348217.446715,1776348217.211000,235.715
780,1776348217.499028,1776348217.252000,247.028
781,1776348217.654262,1776348217.411000,243.262
782,1776348217.705780,1776348217.445000,260.780
783,1776348217.807670,1776348217.585000,222.670
784,1776348217.857998,1776348217.585000,272.998
785,1776348217.908687,1776348217.649000,259.687
786,1776348218.011007,1776348217.776000,235.007
787,1776348218.062319,1776348217.818000,244.319
788,1776348218.113987,1776348217.843000,270.988
789,1776348218.216597,1776348217.978000,238.597
790,1776348218.267382,1776348218.007000,260.382
791,1776348218.317997,1776348218.052000,265.996
792,1776348218.419452,1776348218.176000,243.452
793,1776348218.482310,1776348218.207000,275.310
794,1776348218.534846,1776348218.240000,294.846
795,1776348218.637085,1776348218.374000,263.085
796,1776348218.688541,1776348218.453000,235.541
797,1776348218.844140,1776348218.581000,263.140
798,1776348218.904332,1776348218.649000,255.332
799,1776348219.057348,1776348218.818000,239.347
800,1776348219.108929,1776348218.843000,265.929
801,1776348219.210564,1776348218.990000,220.564
802,1776348219.262549,1776348219.019000,243.549
803,1776348219.313863,1776348219.034000,279.863
804,1776348219.415784,1776348219.187000,228.784
805,1776348219.467139,1776348219.217000,250.139
806,1776348219.518809,1776348219.244000,274.809
807,1776348219.623341,1776348219.377000,246.341
808,1776348219.675539,1776348219.407000,268.539
809,1776348219.726747,1776348219.450000,276.747
810,1776348219.830456,1776348219.578000,252.456
811,1776348219.882986,1776348219.608000,274.986
812,1776348220.039966,1776348219.791000,248.966
813,1776348220.090614,1776348219.855000,235.614
814,1776348220.246652,1776348220.001000,245.652
815,1776348220.298348,1776348220.033000,265.348
816,1776348220.450732,1776348220.195000,255.732
817,1776348220.501954,1776348220.221000,280.954
818,1776348220.655136,1776348220.401000,254.136
819,1776348220.706409,1776348220.440000,266.409
820,1776348220.757777,1776348220.466000,291.777
821,1776348220.808159,1776348220.571000,237.159
822,1776348220.870282,1776348220.599000,271.282
823,1776348220.921035,1776348220.630000,291.035
824,1776348221.023090,1776348220.756000,267.090
825,1776348221.286453,1776348221.037000,249.453
826,1776348221.339473,1776348221.065000,274.473
827,1776348221.442480,1776348221.168000,274.480
828,1776348221.494159,1776348221.227000,267.159
829,1776348221.546688,1776348221.269000,277.688
830,1776348221.650188,1776348221.403000,247.188
831,1776348221.701962,1776348221.429000,272.962
832,1776348221.752974,1776348221.473000,279.974
833,1776348221.857747,1776348221.604000,253.747
834,1776348221.908587,1776348221.631000,277.587
835,1776348221.959296,1776348221.672000,287.296
836,1776348222.010284,1776348221.762000,248.284
837,1776348222.066277,1776348221.791000,275.277
838,1776348222.117517,1776348221.825000,292.517
839,1776348222.168420,1776348221.872000,296.420
840,1776348222.219744,1776348221.958000,261.744
841,1776348222.270509,1776348222.004000,266.509
842,1776348222.321523,1776348222.032000,289.523
843,1776348222.476359,1776348222.204000,272.359
844,1776348222.528348,1776348222.233000,295.348
845,1776348222.633304,1776348222.369000,264.304
846,1776348222.685066,1776348222.397000,288.066
847,1776348222.736911,1776348222.469000,267.911
848,1776348222.890324,1776348222.629000,261.324
849,1776348223.043899,1776348222.774000,269.899
850,1776348223.095599,1776348222.829000,266.599
851,1776348223.147013,1776348222.867000,280.013
852,1776348223.249104,1776348222.966000,283.104
853,1776348223.300786,1776348223.039000,261.786
854,1776348223.352421,1776348223.069000,283.421
855,1776348223.504845,1776348223.240000,264.845
856,1776348223.556692,1776348223.269000,287.692
857,1776348223.608718,1776348223.371000,237.718
858,1776348223.659837,1776348223.404000,255.837
859,1776348223.710445,1776348223.434000,276.445
860,1776348223.762114,1776348223.465000,297.114
861,1776348223.813232,1776348223.575000,238.232
862,1776348223.863870,1776348223.601000,262.870
863,1776348223.922625,1776348223.632000,290.625
864,1776348224.034468,1776348223.766000,268.468
865,1776348224.087251,1776348223.805000,282.251
866,1776348224.150251,1776348223.861000,289.251
867,1776348224.256954,1776348224.002000,254.954
868,1776348224.309142,1776348224.030000,279.142
869,1776348224.360198,1776348224.073000,287.198
870,1776348224.411112,1776348224.176000,235.112
871,1776348224.465903,1776348224.202000,263.903
872,1776348224.567672,1776348224.269000,298.672
873,1776348224.621724,1776348224.371000,250.724
874,1776348224.672926,1776348224.397000,275.926
875,1776348224.724272,1776348224.442000,282.272
876,1776348224.826766,1776348224.567000,259.767
877,1776348224.878125,1776348224.597000,281.125
878,1776348224.929680,1776348224.662000,267.680
879,1776348225.033003,1776348224.771000,262.003
880,1776348225.083788,1776348224.799000,284.788
881,1776348225.135233,1776348224.871000,264.233
882,1776348225.236578,1776348224.971000,265.579
883,1776348225.288301,1776348225.047000,241.301
884,1776348225.342597,1776348225.078000,264.597
885,1776348225.447824,1776348225.209000,238.823
886,1776348225.498718,1776348225.233000,265.718
887,1776348225.549908,1776348225.280000,269.908
888,1776348225.651523,1776348225.370000,281.523
889,1776348225.702876,1776348225.443000,259.876
890,1776348225.753731,1776348225.475000,278.731
891,1776348225.855996,1776348225.606000,249.996
892,1776348225.907070,1776348225.644000,263.070
893,1776348225.958095,1776348225.674000,284.095
894,1776348226.008988,1776348225.774000,234.988
895,1776348226.059750,1776348225.808000,251.750
896,1776348226.110434,1776348225.848000,262.434
897,1776348226.161021,1776348225.878000,283.020
898,1776348226.212556,1776348225.981000,231.556
899,1776348226.263870,1776348226.010000,253.870
900,1776348226.314678,1776348226.040000,274.678
901,1776348226.365199,1776348226.067000,298.199
902,1776348226.416645,1776348226.174000,242.645
903,1776348226.467247,1776348226.201000,266.247
904,1776348226.518364,1776348226.243000,275.364
905,1776348226.569266,1776348226.272000,297.266
906,1776348226.620535,1776348226.382000,238.535
907,1776348226.671667,1776348226.410000,261.667
908,1776348226.722306,1776348226.438000,284.306
909,1776348226.826092,1776348226.570000,256.092
910,1776348226.876740,1776348226.614000,262.740
911,1776348226.927964,1776348226.647000,280.964
912,1776348227.030116,1776348226.780000,250.116
913,1776348227.082333,1776348226.807000,275.333
914,1776348227.133492,1776348226.852000,281.492
915,1776348227.235203,1776348226.974000,261.203
916,1776348227.287089,1776348227.044000,243.089
917,1776348227.337846,1776348227.072000,265.846
918,1776348227.489419,1776348227.249000,240.419
919,1776348227.540559,1776348227.275000,265.559
920,1776348227.642412,1776348227.376000,266.412
921,1776348227.694689,1776348227.434000,260.689
922,1776348227.744565,1776348227.480000,264.565
923,1776348227.846348,1776348227.573000,273.348
924,1776348227.897341,1776348227.650000,247.341
925,1776348227.947795,1776348227.663000,284.795
926,1776348228.051351,1776348227.784000,267.351
927,1776348228.103494,1776348227.839000,264.494
928,1776348228.155601,1776348227.877000,278.600
929,1776348228.256582,1776348228.008000,248.583
930,1776348228.307664,1776348228.050000,257.664
931,1776348228.357867,1776348228.076000,281.867
932,1776348228.408838,1776348228.178000,230.838
933,1776348228.459514,1776348228.204000,255.514
934,1776348228.510508,1776348228.246000,264.508
935,1776348228.561476,1776348228.273000,288.476
936,1776348228.612361,1776348228.377000,235.361
937,1776348228.662966,1776348228.402000,260.966
938,1776348228.713356,1776348228.451000,262.356
939,1776348228.763778,1776348228.481000,282.778
940,1776348228.815304,1776348228.573000,242.304
941,1776348228.866266,1776348228.614000,252.266
942,1776348228.928904,1776348228.675000,253.904
943,1776348229.030576,1776348228.781000,249.576
944,1776348229.082181,1776348228.807000,275.182
945,1776348229.133764,1776348228.881000,252.764
946,1776348229.286095,1776348229.011000,275.095
947,1776348229.337137,1776348229.069000,268.137
948,1776348229.439522,1776348229.178000,261.522
949,1776348229.489883,1776348229.251000,238.883
950,1776348229.540979,1776348229.282000,258.979
951,1776348229.641706,1776348229.369000,272.706
952,1776348229.713697,1776348229.446000,267.697
953,1776348229.827937,1776348229.574000,253.937
954,1776348229.879346,1776348229.603000,276.346
955,1776348229.931002,1776348229.695000,236.002
956,1776348230.084241,1776348229.824000,260.242
957,1776348230.135269,1776348229.854000,281.269
958,1776348230.290154,1776348230.067000,223.154
959,1776348230.341432,1776348230.098000,243.432
960,1776348230.494474,1776348230.231000,263.474
961,1776348230.545433,1776348230.293000,252.433
962,1776348230.646688,1776348230.426000,220.688
963,1776348230.697684,1776348230.468000,229.684
964,1776348230.749298,1776348230.497000,252.298
965,1776348230.851003,1776348230.628000,223.003
966,1776348230.902170,1776348230.657000,245.170
967,1776348230.954713,1776348230.698000,256.713
968,1776348231.059817,1776348230.827000,232.817
969,1776348231.112382,1776348230.854000,258.382
970,1776348231.163612,1776348230.897000,266.612
971,1776348231.264811,1776348231.030000,234.811
972,1776348231.315994,1776348231.060000,255.994
973,1776348231.367056,1776348231.088000,279.056
974,1776348231.420011,1776348231.163000,257.010
975,1776348231.472082,1776348231.204000,268.082
976,1776348231.525158,1776348231.234000,291.158
977,1776348231.680067,1776348231.404000,276.067
978,1776348231.731336,1776348231.444000,287.336
979,1776348231.938350,1776348231.669000,269.351
980,1776348231.989623,1776348231.700000,289.623
981,1776348232.092435,1776348231.829000,263.435
982,1776348232.144265,1776348231.864000,280.265
983,1776348232.298563,1776348232.039000,259.563
984,1776348232.349664,1776348232.068000,281.664
985,1776348232.501800,1776348232.241000,260.800
986,1776348232.554407,1776348232.272000,282.407
987,1776348232.656194,1776348232.399000,257.194
988,1776348232.758114,1776348232.473000,285.114
989,1776348232.865170,1776348232.598000,267.169
990,1776348232.917841,1776348232.644000,273.841
991,1776348233.123995,1776348232.841000,282.995
992,1776348233.276123,1776348233.002000,274.123
993,1776348233.326782,1776348233.079000,247.782
994,1776348233.378236,1776348233.107000,271.235
995,1776348233.480259,1776348233.204000,276.259
996,1776348233.688199,1776348233.398000,290.199
997,1776348233.896717,1776348233.643000,253.717
998,1776348233.947504,1776348233.669000,278.504
999,1776348233.999657,1776348233.713000,286.657
1000,1776348234.101700,1776348233.803000,298.700
1001,1776348234.305643,1776348234.043000,262.643
1002,1776348234.357762,1776348234.076000,281.762
1003,1776348234.460590,1776348234.209000,251.590
1004,1776348234.512672,1776348234.235000,277.673
1005,1776348234.564874,1776348234.279000,285.874
1006,1776348234.669434,1776348234.403000,266.434
1007,1776348234.724308,1776348234.447000,277.308
1008,1776348234.776223,1776348234.504000,272.223
1009,1776348234.879724,1776348234.614000,265.723
1010,1776348234.980983,1776348234.710000,270.983
1011,1776348235.084151,1776348234.803000,281.151
1012,1776348235.136073,1776348234.875000,261.073
1013,1776348235.187552,1776348234.903000,284.552
1014,1776348235.290648,1776348235.010000,280.648
1015,1776348235.342329,1776348235.071000,271.329
1016,1776348235.394393,1776348235.107000,287.393
1017,1776348235.499129,1776348235.244000,255.129
1018,1776348235.601669,1776348235.308000,293.669
1019,1776348235.652642,1776348235.405000,247.643
1020,1776348235.704357,1776348235.444000,260.357
1021,1776348235.754986,1776348235.476000,278.986
1022,1776348235.858254,1776348235.602000,256.254
1023,1776348235.910321,1776348235.634000,276.321
1024,1776348235.962430,1776348235.665000,297.431
1025,1776348236.068227,1776348235.808000,260.227
1026,1776348236.119650,1776348235.837000,282.650
1027,1776348236.172262,1776348235.910000,262.262
1028,1776348236.275872,1776348235.999000,276.871
1029,1776348236.327008,1776348236.071000,256.008
1030,1776348236.378366,1776348236.101000,277.366
1031,1776348236.483023,1776348236.224000,259.023
1032,1776348236.534268,1776348236.297000,237.268
1033,1776348236.585403,1776348236.328000,257.403
1034,1776348236.687026,1776348236.469000,218.026
1035,1776348236.737772,1776348236.500000,237.772
1036,1776348236.791601,1776348236.528000,263.601
1037,1776348236.897168,1776348236.664000,233.168
1038,1776348236.948434,1776348236.691000,257.434
1039,1776348236.999540,1776348236.718000,281.540
1040,1776348237.050355,1776348236.827000,223.355
1041,1776348237.101022,1776348236.859000,242.022
1042,1776348237.152039,1776348236.890000,262.039
1043,1776348237.203058,1776348236.936000,267.058
1044,1776348237.253821,1776348237.026000,227.821
1045,1776348237.304700,1776348237.069000,235.700
1046,1776348237.356152,1776348237.095000,261.152
1047,1776348237.407392,1776348237.135000,272.392
1048,1776348237.458858,1776348237.231000,227.858
1049,1776348237.509576,1776348237.266000,243.576
1050,1776348237.560740,1776348237.297000,263.741
1051,1776348237.665767,1776348237.434000,231.767
1052,1776348237.718205,1776348237.460000,258.205
1053,1776348237.769578,1776348237.534000,235.578
1054,1776348237.870567,1776348237.636000,234.567
1055,1776348237.921187,1776348237.663000,258.187
1056,1776348237.972279,1776348237.735000,237.279
1057,1776348238.075016,1776348237.837000,238.016
1058,1776348238.127155,1776348237.865000,262.155
1059,1776348238.179526,1776348237.924000,255.526
1060,1776348238.281164,1776348238.033000,248.164
1061,1776348238.332929,1776348238.105000,227.929
1062,1776348238.384777,1776348238.135000,249.777
1063,1776348238.486576,1776348238.223000,263.576
1064,1776348238.538659,1776348238.303000,235.659
1065,1776348238.590042,1776348238.330000,260.042
1066,1776348238.692138,1776348238.465000,227.139
1067,1776348238.743224,1776348238.498000,245.224
1068,1776348238.794491,1776348238.528000,266.491
1069,1776348238.897380,1776348238.673000,224.380
1070,1776348238.948412,1776348238.702000,246.412
1071,1776348238.999397,1776348238.730000,269.397
1072,1776348239.049873,1776348238.796000,253.873
1073,1776348239.153394,1776348238.870000,283.395
1074,1776348239.258119,1776348238.999000,259.119
1075,1776348239.311222,1776348239.045000,266.222
1076,1776348239.363195,1776348239.074000,289.196
1077,1776348239.470638,1776348239.213000,257.638
1078,1776348239.523360,1776348239.240000,283.360
1079,1776348239.575540,1776348239.309000,266.540
1080,1776348239.677940,1776348239.406000,271.940
1081,1776348239.732136,1776348239.435000,297.136
1082,1776348239.786771,1776348239.508000,278.771
1083,1776348239.897062,1776348239.643000,254.062
1084,1776348239.948291,1776348239.671000,277.291
1085,1776348239.998889,1776348239.721000,277.889
1086,1776348240.102340,1776348239.842000,260.340
1087,1776348240.153109,1776348239.879000,274.109
1088,1776348240.203225,1776348239.910000,293.225
1089,1776348240.254172,1776348240.024000,230.172
1090,1776348240.305134,1776348240.052000,253.134
1091,1776348240.357816,1776348240.083000,274.817
1092,1776348240.461668,1776348240.217000,244.668
1093,1776348240.513844,1776348240.244000,269.844
1094,1776348240.565080,1776348240.289000,276.080
1095,1776348240.668661,1776348240.425000,243.661
1096,1776348240.774803,1776348240.532000,242.803
1097,1776348240.879936,1776348240.615000,264.936
1098,1776348240.931113,1776348240.660000,271.112
1099,1776348240.983219,1776348240.715000,268.219
1100,1776348241.137474,1776348240.882000,255.474
1101,1776348241.189672,1776348240.913000,276.672
1102,1776348241.343426,1776348241.082000,261.426
1103,1776348241.394971,1776348241.117000,277.971
1104,1776348241.497577,1776348241.252000,245.577
1105,1776348241.549221,1776348241.277000,272.221
1106,1776348241.600168,1776348241.323000,277.169
1107,1776348241.704212,1776348241.444000,260.212
1108,1776348241.756448,1776348241.491000,265.448
1109,1776348241.807780,1776348241.561000,246.780
1110,1776348241.858801,1776348241.615000,243.801
1111,1776348241.910519,1776348241.657000,253.519
1112,1776348241.962304,1776348241.684000,278.304
1113,1776348242.063860,1776348241.824000,239.860
1114,1776348242.114883,1776348241.852000,262.883
1115,1776348242.165933,1776348241.913000,252.933
1116,1776348242.269031,1776348242.017000,252.031
1117,1776348242.320464,1776348242.056000,264.464
1118,1776348242.372389,1776348242.113000,259.389
1119,1776348242.527178,1776348242.257000,270.178
1120,1776348242.578387,1776348242.326000,252.388
1121,1776348242.681416,1776348242.414000,267.416
1122,1776348242.734147,1776348242.490000,244.147
1123,1776348242.785836,1776348242.516000,269.836
1124,1776348242.888159,1776348242.660000,228.159
1125,1776348242.941082,1776348242.691000,250.082
1126,1776348242.992358,1776348242.722000,270.359
1127,1776348243.093796,1776348242.849000,244.796
1128,1776348243.145632,1776348242.883000,262.632
1129,1776348243.196532,1776348242.914000,282.531
1130,1776348243.298898,1776348243.048000,250.898
1131,1776348243.349929,1776348243.091000,258.929
1132,1776348243.402013,1776348243.120000,282.013
1133,1776348243.503786,1776348243.250000,253.786
1134,1776348243.554858,1776348243.279000,275.858
1135,1776348243.605581,1776348243.325000,280.581
1136,1776348243.708138,1776348243.446000,262.137
1137,1776348243.760192,1776348243.477000,283.192
1138,1776348243.913283,1776348243.654000,259.283
1139,1776348243.964753,1776348243.686000,278.753
1140,1776348244.118881,1776348243.852000,266.881
1141,1776348244.170730,1776348243.916000,254.730
1142,1776348244.327690,1776348244.090000,237.690
1143,1776348244.380564,1776348244.120000,260.564
1144,1776348244.534680,1776348244.278000,256.680
1145,1776348244.585997,1776348244.309000,276.997
1146,1776348244.638124,1776348244.354000,284.123
1147,1776348244.690564,1776348244.458000,232.564
1148,1776348244.743968,1776348244.486000,257.968
1149,1776348244.795984,1776348244.526000,269.984
1150,1776348244.899060,1776348244.648000,251.060
1151,1776348244.951778,1776348244.691000,260.778
1152,1776348245.002493,1776348244.731000,271.493
1153,1776348245.053808,1776348244.758000,295.809
1154,1776348245.106585,1776348244.846000,260.585
1155,1776348245.163826,1776348244.878000,285.826
1156,1776348245.330302,1776348245.094000,236.301
1157,1776348245.381330,1776348245.126000,255.331
1158,1776348245.432721,1776348245.154000,278.721
1159,1776348245.534973,1776348245.286000,248.973
1160,1776348245.587917,1776348245.317000,270.917
1161,1776348245.689269,1776348245.449000,240.269
1162,1776348245.740824,1776348245.477000,263.824
1163,1776348245.791841,1776348245.525000,266.841
1164,1776348245.945442,1776348245.702000,243.442
1165,1776348245.996644,1776348245.715000,281.644
1166,1776348246.148591,1776348245.889000,259.591
1167,1776348246.199521,1776348245.917000,282.521
1168,1776348246.305193,1776348246.056000,249.193
1169,1776348246.357230,1776348246.088000,269.230
1170,1776348246.513099,1776348246.261000,252.099
1171,1776348246.563930,1776348246.290000,273.930
1172,1776348246.615384,1776348246.358000,257.384
1173,1776348246.716681,1776348246.452000,264.681
1174,1776348246.766894,1776348246.519000,247.894
1175,1776348246.922458,1776348246.654000,268.458
1176,1776348246.973498,1776348246.727000,246.498
1177,1776348247.024550,1776348246.755000,269.550
1178,1776348247.126462,1776348246.882000,244.462
1179,1776348247.178417,1776348246.910000,268.417
1180,1776348247.228835,1776348246.956000,272.835
1181,1776348247.330256,1776348247.094000,236.256
1182,1776348247.537764,1776348247.277000,260.764
1183,1776348247.588921,1776348247.325000,263.921
1184,1776348247.692179,1776348247.461000,231.179
1185,1776348247.744125,1776348247.491000,253.125
1186,1776348247.796301,1776348247.521000,275.301
1187,1776348247.898724,1776348247.657000,241.724
1188,1776348248.002087,1776348247.727000,275.087
1189,1776348248.105349,1776348247.868000,237.349
1190,1776348248.156082,1776348247.882000,274.082
1191,1776348248.206555,1776348247.918000,288.555
1192,1776348248.309087,1776348248.050000,259.087
1193,1776348248.360602,1776348248.081000,279.602
1194,1776348248.411683,1776348248.112000,299.683
1195,1776348248.462471,1776348248.157000,305.471
1196,1776348248.515225,1776348248.257000,258.225
1197,1776348248.567833,1776348248.328000,239.833
1198,1776348248.620127,1776348248.354000,266.127
1199,1776348248.723605,1776348248.456000,267.605
1200,1776348248.774486,1776348248.526000,248.486
1201,1776348248.824885,1776348248.554000,270.885
1202,1776348248.927113,1776348248.657000,270.113
1203,1776348248.987778,1776348248.730000,257.778
1204,1776348249.042167,1776348248.759000,283.167
1205,1776348249.093969,1776348248.868000,225.969
1206,1776348249.146478,1776348248.903000,243.478
1207,1776348249.198384,1776348248.937000,261.384
1208,1776348249.301567,1776348249.046000,255.567
1209,1776348249.353570,1776348249.111000,242.570
1210,1776348249.404362,1776348249.138000,266.362
1211,1776348249.507562,1776348249.268000,239.562
1212,1776348249.559314,1776348249.297000,262.314
1213,1776348249.612215,1776348249.376000,236.215
1214,1776348249.719587,1776348249.463000,256.587
1215,1776348249.779061,1776348249.539000,240.061
1216,1776348249.833380,1776348249.566000,267.380
1217,1776348249.886906,1776348249.636000,250.906
1218,1776348249.938261,1776348249.691000,247.261
1219,1776348249.989232,1776348249.721000,268.232
1220,1776348250.041092,1776348249.750000,291.092
1221,1776348250.093435,1776348249.861000,232.435
1222,1776348250.145165,1776348249.895000,250.165
1223,1776348250.197685,1776348249.924000,273.685
1224,1776348250.301128,1776348250.058000,243.128
1225,1776348250.352783,1776348250.085000,267.783
1226,1776348250.403707,1776348250.130000,273.707
1227,1776348250.509912,1776348250.264000,245.912
1228,1776348250.561075,1776348250.292000,269.075
1229,1776348250.612148,1776348250.325000,287.148
1230,1776348250.715245,1776348250.457000,258.245
1231,1776348250.767222,1776348250.498000,269.222
1232,1776348250.816987,1776348250.558000,258.987
1233,1776348250.919384,1776348250.656000,263.384
1234,1776348250.969527,1776348250.728000,241.527
1235,1776348251.069784,1776348250.767000,302.784
1236,1776348251.120002,1776348250.767000,353.002
1237,1776348251.169788,1776348250.767000,402.788
1238,1776348251.219574,1776348250.767000,452.574
1239,1776348251.269761,1776348250.767000,502.761
