sample_index,t_received,t_stamp,age_ms
627,1776403345.882374,1776403345.834495,47.879
628,1776403345.917416,1776403345.870533,46.883
629,1776403345.954441,1776403345.914288,40.153
630,1776403345.998329,1776403345.954691,43.638
631,1776403346.042313,1776403345.992249,50.064
632,1776403346.080952,1776403346.035795,45.157
633,1776403346.117864,1776403346.073717,44.146
634,1776403346.153069,1776403346.115760,37.309
635,1776403346.187448,1776403346.153637,33.810
636,1776403346.223896,1776403346.189708,34.188
637,1776403346.267770,1776403346.232139,35.631
638,1776403346.312753,1776403346.271023,41.730
639,1776403346.354310,1776403346.313960,40.350
640,1776403346.390714,1776403346.355225,35.489
641,1776403346.453916,1776403346.421677,32.239
642,1776403346.488698,1776403346.436604,52.094
643,1776403346.519174,1776403346.469111,50.063
644,1776403346.555226,1776403346.514357,40.869
645,1776403346.583535,1776403346.552588,30.948
646,1776403346.626093,1776403346.592531,33.561
647,1776403346.669116,1776403346.629484,39.632
648,1776403346.717101,1776403346.671667,45.434
649,1776403346.753965,1776403346.708714,45.250
650,1776403346.785776,1776403346.752208,33.568
651,1776403346.834162,1776403346.792856,41.306
652,1776403346.872859,1776403346.827397,45.462
653,1776403346.910051,1776403346.871034,39.017
654,1776403346.955094,1776403346.912821,42.273
655,1776403346.990151,1776403346.952749,37.401
656,1776403347.033553,1776403346.993036,40.517
657,1776403347.067938,1776403347.030775,37.163
658,1776403347.113445,1776403347.068818,44.626
659,1776403347.157445,1776403347.111356,46.090
660,1776403347.189359,1776403347.151477,37.882
661,1776403347.234479,1776403347.194823,39.656
662,1776403347.276186,1776403347.233858,42.328
663,1776403347.317311,1776403347.270111,47.200
664,1776403347.356245,1776403347.314598,41.646
665,1776403347.387121,1776403347.353119,34.002
666,1776403347.438589,1776403347.394190,44.399
667,1776403347.482442,1776403347.432132,50.310
668,1776403347.518018,1776403347.469970,48.049
669,1776403347.558817,1776403347.512237,46.580
670,1776403347.607811,1776403347.556294,51.517
671,1776403347.678526,1776403347.619425,59.101
672,1776403347.730359,1776403347.669304,61.055
673,1776403347.771762,1776403347.710200,61.562
674,1776403347.804892,1776403347.749408,55.484
675,1776403347.840483,1776403347.789376,51.106
676,1776403347.880599,1776403347.831012,49.586
677,1776403347.922991,1776403347.872144,50.848
678,1776403347.964072,1776403347.908064,56.009
679,1776403347.998921,1776403347.948755,50.166
680,1776403348.033006,1776403347.992920,40.086
681,1776403348.074006,1776403348.032629,41.377
682,1776403348.118012,1776403348.071030,46.982
683,1776403348.158351,1776403348.112036,46.316
684,1776403348.198875,1776403348.151675,47.200
685,1776403348.237025,1776403348.192595,44.430
686,1776403348.280978,1776403348.231529,49.449
687,1776403348.319842,1776403348.270802,49.040
688,1776403348.358407,1776403348.315419,42.988
689,1776403348.397109,1776403348.351816,45.293
690,1776403348.436803,1776403348.389066,47.737
691,1776403348.472393,1776403348.435777,36.616
692,1776403348.507201,1776403348.473405,33.797
693,1776403348.553257,1776403348.510702,42.555
694,1776403348.598898,1776403348.553635,45.263
695,1776403348.631331,1776403348.589771,41.560
696,1776403348.667970,1776403348.632291,35.679
697,1776403348.702325,1776403348.666895,35.429
698,1776403348.759969,1776403348.713912,46.058
699,1776403348.799094,1776403348.750575,48.519
700,1776403348.874968,1776403348.819706,55.262
701,1776403348.928414,1776403348.867574,60.839
702,1776403348.982533,1776403348.910193,72.339
703,1776403349.035370,1776403348.950701,84.669
704,1776403349.075227,1776403349.031935,43.291
705,1776403349.115250,1776403349.069483,45.767
706,1776403349.155664,1776403349.111847,43.817
707,1776403349.199566,1776403349.149606,49.960
708,1776403349.240022,1776403349.191764,48.258
709,1776403349.273800,1776403349.234422,39.377
710,1776403349.306976,1776403349.267729,39.247
711,1776403349.356282,1776403349.312665,43.617
712,1776403349.400095,1776403349.351637,48.457
713,1776403349.430475,1776403349.392485,37.990
714,1776403349.482409,1776403349.434237,48.173
715,1776403349.530443,1776403349.472334,58.109
716,1776403349.576720,1776403349.511721,64.999
717,1776403349.621316,1776403349.552699,68.617
718,1776403349.658828,1776403349.591386,67.442
719,1776403349.692421,1776403349.634242,58.179
720,1776403349.726056,1776403349.674256,51.800
721,1776403349.760719,1776403349.713411,47.308
722,1776403349.797094,1776403349.752821,44.273
723,1776403349.836236,1776403349.790589,45.646
724,1776403349.873758,1776403349.834686,39.072
725,1776403349.912341,1776403349.869049,43.293
726,1776403349.948627,1776403349.912616,36.011
727,1776403349.991258,1776403349.950088,41.170
728,1776403350.061193,1776403350.016927,44.266
729,1776403350.106804,1776403350.033197,73.607
730,1776403350.142661,1776403350.067550,75.111
731,1776403350.192594,1776403350.111573,81.021
732,1776403350.234053,1776403350.151655,82.398
733,1776403350.266032,1776403350.192927,73.105
734,1776403350.300778,1776403350.231696,69.083
735,1776403350.332367,1776403350.269880,62.488
736,1776403350.366496,1776403350.310330,56.165
737,1776403350.402224,1776403350.351272,50.952
738,1776403350.437755,1776403350.394231,43.524
739,1776403350.474148,1776403350.432314,41.835
740,1776403350.522569,1776403350.475195,47.374
741,1776403350.560898,1776403350.511250,49.648
742,1776403350.618292,1776403350.553421,64.872
743,1776403350.669556,1776403350.592767,76.789
744,1776403350.708231,1776403350.635837,72.393
745,1776403350.748911,1776403350.673591,75.320
746,1776403350.789692,1776403350.714545,75.147
747,1776403350.833580,1776403350.751565,82.015
748,1776403350.873879,1776403350.794862,79.017
749,1776403350.907211,1776403350.871319,35.892
750,1776403350.965658,1776403350.918896,46.762
751,1776403351.003181,1776403350.953813,49.368
752,1776403351.036489,1776403350.992196,44.294
753,1776403351.074350,1776403351.036255,38.095
754,1776403351.114160,1776403351.071587,42.572
755,1776403351.158205,1776403351.110375,47.830
756,1776403351.196814,1776403351.150037,46.777
757,1776403351.260690,1776403351.219244,41.446
758,1776403351.302025,1776403351.236363,65.662
759,1776403351.338525,1776403351.268249,70.276
760,1776403351.382354,1776403351.308916,73.438
761,1776403351.424109,1776403351.347465,76.644
762,1776403351.466524,1776403351.391545,74.979
763,1776403351.507932,1776403351.434260,73.672
764,1776403351.542920,1776403351.472354,70.566
765,1776403351.580349,1776403351.513653,66.697
766,1776403351.618869,1776403351.552249,66.619
767,1776403351.657766,1776403351.591131,66.635
768,1776403351.697756,1776403351.629317,68.439
769,1776403351.739413,1776403351.667853,71.560
770,1776403351.772035,1776403351.713810,58.225
771,1776403351.804557,1776403351.754750,49.807
772,1776403351.837135,1776403351.793233,43.901
773,1776403351.869543,1776403351.830859,38.683
774,1776403351.910085,1776403351.870136,39.950
775,1776403351.963299,1776403351.915793,47.506
776,1776403352.002527,1776403351.953349,49.178
777,1776403352.037838,1776403351.990865,46.973
778,1776403352.075126,1776403352.032041,43.086
779,1776403352.116461,1776403352.070381,46.080
780,1776403352.157191,1776403352.109478,47.713
781,1776403352.196597,1776403352.151209,45.387
782,1776403352.239924,1776403352.191926,47.997
783,1776403352.283440,1776403352.230316,53.124
784,1776403352.323083,1776403352.270472,52.611
785,1776403352.366520,1776403352.318197,48.324
786,1776403352.407140,1776403352.353808,53.332
787,1776403352.459761,1776403352.415292,44.469
788,1776403352.500292,1776403352.433733,66.559
789,1776403352.542970,1776403352.468479,74.492
790,1776403352.578024,1776403352.509425,68.599
791,1776403352.618174,1776403352.551060,67.113
792,1776403352.661654,1776403352.591131,70.523
793,1776403352.700681,1776403352.632543,68.138
794,1776403352.733544,1776403352.671315,62.230
795,1776403352.769098,1776403352.710060,59.039
796,1776403352.805511,1776403352.751138,54.374
797,1776403352.847550,1776403352.792376,55.175
798,1776403352.891582,1776403352.834691,56.891
799,1776403352.930248,1776403352.870615,59.633
800,1776403352.970752,1776403352.913036,57.717
801,1776403353.025713,1776403352.952093,73.620
802,1776403353.079802,1776403352.992970,86.832
803,1776403353.119605,1776403353.072647,46.958
804,1776403353.158329,1776403353.113373,44.955
805,1776403353.199870,1776403353.149374,50.497
806,1776403353.238838,1776403353.190958,47.879
807,1776403353.268465,1776403353.231072,37.393
808,1776403353.303599,1776403353.267073,36.526
809,1776403353.355016,1776403353.313182,41.833
810,1776403353.391901,1776403353.354693,37.207
811,1776403353.429624,1776403353.390245,39.380
812,1776403353.476779,1776403353.432054,44.726
813,1776403353.522291,1776403353.471397,50.894
814,1776403353.561419,1776403353.509293,52.127
815,1776403353.591709,1776403353.550241,41.468
816,1776403353.656721,1776403353.615973,40.748
817,1776403353.697577,1776403353.634375,63.202
818,1776403353.734581,1776403353.668338,66.244
819,1776403353.770118,1776403353.711072,59.046
820,1776403353.806788,1776403353.749597,57.190
821,1776403353.844080,1776403353.789470,54.610
822,1776403353.878420,1776403353.830988,47.431
823,1776403353.917049,1776403353.871963,45.086
824,1776403353.961471,1776403353.910235,51.235
825,1776403354.005810,1776403353.950756,55.054
826,1776403354.051688,1776403353.990109,61.579
827,1776403354.086262,1776403354.032462,53.800
828,1776403354.125202,1776403354.072737,52.466
829,1776403354.159356,1776403354.108294,51.062
830,1776403354.196311,1776403354.151458,44.854
831,1776403354.234904,1776403354.190241,44.663
832,1776403354.268210,1776403354.236071,32.139
833,1776403354.315650,1776403354.272323,43.327
834,1776403354.359610,1776403354.312708,46.902
835,1776403354.394140,1776403354.353050,41.090
836,1776403354.429807,1776403354.391913,37.894
837,1776403354.472245,1776403354.436564,35.681
838,1776403354.514826,1776403354.471395,43.431
839,1776403354.555580,1776403354.512062,43.519
840,1776403354.587634,1776403354.550250,37.384
841,1776403354.633900,1776403354.592018,41.882
842,1776403354.673386,1776403354.628511,44.875
843,1776403354.709971,1776403354.674684,35.287
844,1776403354.752551,1776403354.711224,41.327
845,1776403354.793367,1776403354.751374,41.993
846,1776403354.869523,1776403354.821249,48.274
847,1776403354.907386,1776403354.839011,68.375
848,1776403354.938347,1776403354.869692,68.655
849,1776403354.973584,1776403354.909958,63.626
850,1776403355.004971,1776403354.950590,54.381
851,1776403355.035114,1776403354.990551,44.563
852,1776403355.068808,1776403355.032202,36.606
853,1776403355.108217,1776403355.070834,37.382
854,1776403355.151908,1776403355.108961,42.947
855,1776403355.192217,1776403355.151374,40.843
856,1776403355.235169,1776403355.192967,42.202
857,1776403355.276823,1776403355.234400,42.423
858,1776403355.319779,1776403355.271705,48.074
859,1776403355.358236,1776403355.311216,47.019
860,1776403355.399061,1776403355.350699,48.362
861,1776403355.440767,1776403355.389341,51.426
862,1776403355.484291,1776403355.432973,51.317
863,1776403355.525374,1776403355.470801,54.573
864,1776403355.568411,1776403355.513393,55.018
865,1776403355.609374,1776403355.552366,57.008
866,1776403355.643472,1776403355.590993,52.479
867,1776403355.679009,1776403355.631855,47.154
868,1776403355.715314,1776403355.672938,42.376
869,1776403355.756590,1776403355.708744,47.847
870,1776403355.797122,1776403355.751035,46.087
871,1776403355.833747,1776403355.792070,41.677
872,1776403355.867597,1776403355.834865,32.732
873,1776403355.917186,1776403355.874729,42.457
874,1776403355.963042,1776403355.922320,40.721
875,1776403355.997939,1776403355.956633,41.306
876,1776403356.059701,1776403356.021378,38.323
877,1776403356.091855,1776403356.040352,51.503
878,1776403356.141114,1776403356.070554,70.560
879,1776403356.184379,1776403356.112251,72.128
880,1776403356.224652,1776403356.152290,72.362
881,1776403356.269009,1776403356.191185,77.824
882,1776403356.310898,1776403356.233794,77.104
883,1776403356.345793,1776403356.270509,75.284
884,1776403356.386611,1776403356.316666,69.945
885,1776403356.424400,1776403356.350221,74.179
886,1776403356.463923,1776403356.392997,70.926
887,1776403356.509201,1776403356.432833,76.368
888,1776403356.545425,1776403356.472177,73.248
889,1776403356.586711,1776403356.511672,75.039
890,1776403356.640138,1776403356.553448,86.690
891,1776403356.678108,1776403356.633395,44.713
892,1776403356.721648,1776403356.675304,46.343
893,1776403356.765569,1776403356.711304,54.265
894,1776403356.804943,1776403356.749768,55.175
895,1776403356.841624,1776403356.796695,44.930
896,1776403356.884857,1776403356.834182,50.675
897,1776403356.925480,1776403356.872970,52.510
898,1776403356.965573,1776403356.913746,51.827
899,1776403357.008129,1776403356.953331,54.798
900,1776403357.052146,1776403356.989605,62.541
901,1776403357.090702,1776403357.035306,55.397
902,1776403357.131625,1776403357.067196,64.430
903,1776403357.176438,1776403357.108823,67.615
904,1776403357.207744,1776403357.153309,54.435
905,1776403357.268773,1776403357.220706,48.067
906,1776403357.305495,1776403357.237519,67.976
907,1776403357.343161,1776403357.270236,72.925
908,1776403357.378526,1776403357.310860,67.666
909,1776403357.422065,1776403357.349683,72.382
910,1776403357.468339,1776403357.393997,74.342
911,1776403357.503394,1776403357.436335,67.060
912,1776403357.540502,1776403357.472430,68.072
913,1776403357.579728,1776403357.516496,63.232
914,1776403357.618448,1776403357.554550,63.898
915,1776403357.654320,1776403357.593676,60.645
916,1776403357.686375,1776403357.637982,48.393
917,1776403357.720209,1776403357.676890,43.319
918,1776403357.752043,1776403357.717337,34.706
919,1776403357.809149,1776403357.759345,49.804
920,1776403357.862405,1776403357.795405,67.000
921,1776403357.897377,1776403357.837512,59.865
922,1776403357.935629,1776403357.873992,61.637
923,1776403357.976713,1776403357.918952,57.761
924,1776403358.013303,1776403357.954938,58.365
925,1776403358.050640,1776403357.997575,53.065
926,1776403358.084032,1776403358.035010,49.022
927,1776403358.116340,1776403358.076302,40.038
928,1776403358.162344,1776403358.117609,44.735
929,1776403358.201419,1776403358.160029,41.390
930,1776403358.235117,1776403358.194888,40.229
931,1776403358.286221,1776403358.239369,46.852
932,1776403358.321254,1776403358.278871,42.383
933,1776403358.361553,1776403358.316399,45.154
934,1776403358.386632,1776403358.357461,29.171
935,1776403358.464191,1776403358.412885,51.307
936,1776403358.500173,1776403358.431914,68.258
937,1776403358.537153,1776403358.469019,68.134
938,1776403358.578697,1776403358.513865,64.833
939,1776403358.620380,1776403358.551830,68.550
940,1776403358.653808,1776403358.591699,62.109
941,1776403358.686353,1776403358.634563,51.790
942,1776403358.721036,1776403358.675179,45.857
943,1776403358.756296,1776403358.715875,40.421
944,1776403358.788265,1776403358.753441,34.824
945,1776403358.844810,1776403358.796793,48.016
946,1776403358.883373,1776403358.834736,48.636
947,1776403358.918412,1776403358.878597,39.815
948,1776403358.957565,1776403358.915799,41.765
949,1776403359.002976,1776403358.954120,48.856
950,1776403359.037712,1776403358.996091,41.621
951,1776403359.083877,1776403359.037320,46.557
952,1776403359.123377,1776403359.075690,47.687
953,1776403359.163502,1776403359.116892,46.610
954,1776403359.196419,1776403359.155096,41.323
955,1776403359.240778,1776403359.196965,43.813
956,1776403359.284211,1776403359.239814,44.397
957,1776403359.317469,1776403359.274902,42.567
958,1776403359.354594,1776403359.317923,36.671
959,1776403359.405737,1776403359.359048,46.689
960,1776403359.443094,1776403359.393507,49.587
961,1776403359.485141,1776403359.437101,48.040
962,1776403359.515657,1776403359.478422,37.235
963,1776403359.554634,1776403359.517020,37.614
964,1776403359.593907,1776403359.554301,39.607
965,1776403359.670038,1776403359.627625,42.413
966,1776403359.706538,1776403359.648000,58.538
967,1776403359.751007,1776403359.669929,81.078
968,1776403359.783503,1776403359.710397,73.107
969,1776403359.820284,1776403359.752062,68.222
970,1776403359.854488,1776403359.790256,64.232
971,1776403359.890166,1776403359.835224,54.942
972,1776403359.930231,1776403359.873034,57.197
973,1776403359.962462,1776403359.917117,45.345
974,1776403360.005564,1776403359.956034,49.530
975,1776403360.053725,1776403359.995868,57.857
976,1776403360.097374,1776403360.033484,63.890
977,1776403360.142697,1776403360.079478,63.219
978,1776403360.190796,1776403360.114771,76.025
979,1776403360.232119,1776403360.155842,76.277
980,1776403360.278721,1776403360.196864,81.857
981,1776403360.328458,1776403360.237619,90.839
982,1776403360.377460,1776403360.314417,63.043
983,1776403360.426250,1776403360.352904,73.345
984,1776403360.472850,1776403360.398332,74.518
985,1776403360.521010,1776403360.438427,82.583
986,1776403360.570513,1776403360.517046,53.467
987,1776403360.618405,1776403360.554874,63.531
988,1776403360.667729,1776403360.594957,72.772
989,1776403360.700127,1776403360.639990,60.137
990,1776403360.733526,1776403360.678413,55.113
991,1776403360.772569,1776403360.717301,55.268
992,1776403360.814725,1776403360.754313,60.412
993,1776403360.872289,1776403360.828039,44.250
994,1776403360.922140,1776403360.846538,75.602
995,1776403360.952222,1776403360.913448,38.774
996,1776403360.988600,1776403360.952355,36.244
997,1776403361.023882,1776403360.991431,32.451
998,1776403361.087472,1776403361.036678,50.794
999,1776403361.132412,1776403361.073869,58.542
1000,1776403361.172696,1776403361.114833,57.863
1001,1776403361.211479,1776403361.156121,55.357
1002,1776403361.251969,1776403361.192944,59.025
1003,1776403361.285392,1776403361.235909,49.483
1004,1776403361.318542,1776403361.274228,44.314
1005,1776403361.356221,1776403361.317169,39.052
1006,1776403361.403747,1776403361.358267,45.480
1007,1776403361.443642,1776403361.395537,48.105
1008,1776403361.487069,1776403361.437898,49.171
1009,1776403361.538649,1776403361.477861,60.787
1010,1776403361.584025,1776403361.518415,65.610
1011,1776403361.632307,1776403361.554972,77.335
1012,1776403361.677843,1776403361.596677,81.165
1013,1776403361.718380,1776403361.637893,80.488
1014,1776403361.754045,1776403361.677430,76.616
1015,1776403361.784647,1776403361.716624,68.023
1016,1776403361.818632,1776403361.753910,64.722
1017,1776403361.849787,1776403361.798179,51.608
1018,1776403361.881541,1776403361.837883,43.658
1019,1776403361.915009,1776403361.876429,38.581
1020,1776403361.952561,1776403361.916596,35.965
1021,1776403361.996373,1776403361.956580,39.793
1022,1776403362.063508,1776403362.022542,40.967
1023,1776403362.100721,1776403362.042034,58.686
1024,1776403362.142566,1776403362.068012,74.554
1025,1776403362.181203,1776403362.110820,70.382
1026,1776403362.218895,1776403362.151839,67.057
1027,1776403362.255445,1776403362.192229,63.216
1028,1776403362.289587,1776403362.236448,53.139
1029,1776403362.332232,1776403362.273143,59.089
1030,1776403362.367890,1776403362.315350,52.540
1031,1776403362.405543,1776403362.355775,49.768
1032,1776403362.456581,1776403362.396806,59.776
1033,1776403362.496009,1776403362.436551,59.458
1034,1776403362.541303,1776403362.474518,66.785
1035,1776403362.587699,1776403362.518739,68.960
1036,1776403362.618135,1776403362.558108,60.027
1037,1776403362.651532,1776403362.593655,57.877
1038,1776403362.684551,1776403362.637120,47.432
1039,1776403362.716906,1776403362.674312,42.594
1040,1776403362.757894,1776403362.719320,38.574
1041,1776403362.795117,1776403362.755239,39.877
1042,1776403362.835109,1776403362.794686,40.423
1043,1776403362.879618,1776403362.837265,42.353
1044,1776403362.916359,1776403362.874459,41.900
1045,1776403362.963506,1776403362.919673,43.834
1046,1776403362.999089,1776403362.958061,41.028
1047,1776403363.035095,1776403362.997931,37.165
1048,1776403363.076996,1776403363.034964,42.031
1049,1776403363.122241,1776403363.078651,43.590
1050,1776403363.163588,1776403363.117163,46.425
1051,1776403363.195529,1776403363.157297,38.232
1052,1776403363.255328,1776403363.220996,34.332
1053,1776403363.285423,1776403363.240701,44.723
1054,1776403363.317845,1776403363.267042,50.803
1055,1776403363.353505,1776403363.311880,41.624
1056,1776403363.384844,1776403363.351165,33.678
1057,1776403363.423499,1776403363.392307,31.192
1058,1776403363.476009,1776403363.432369,43.640
1059,1776403363.514724,1776403363.471662,43.063
1060,1776403363.554719,1776403363.516967,37.753
1061,1776403363.594965,1776403363.556402,38.563
