sample_index,t_received,t_stamp,age_ms
399,1776403267.908947,1776403267.751547,157.399
400,1776403268.008627,1776403267.870873,137.753
401,1776403268.105659,1776403267.988615,117.044
402,1776403268.210736,1776403268.069888,140.849
403,1776403268.312682,1776403268.155933,156.749
404,1776403268.412847,1776403268.271483,141.364
405,1776403268.510005,1776403268.352148,157.857
406,1776403268.611060,1776403268.466911,144.149
407,1776403268.710456,1776403268.591375,119.081
408,1776403268.806795,1776403268.670388,136.407
409,1776403268.906366,1776403268.753697,152.670
410,1776403269.007330,1776403268.869473,137.858
411,1776403269.106987,1776403268.951062,155.924
412,1776403269.208259,1776403269.071601,136.658
413,1776403269.313293,1776403269.152025,161.268
414,1776403269.406093,1776403269.273608,132.485
415,1776403269.509667,1776403269.352218,157.449
416,1776403269.610709,1776403269.473646,137.063
417,1776403269.717429,1776403269.550470,166.960
418,1776403269.813818,1776403269.666687,147.131
419,1776403269.913984,1776403269.789515,124.469
420,1776403270.012674,1776403269.871076,141.598
421,1776403270.112659,1776403269.989014,123.645
422,1776403270.211220,1776403270.072287,138.933
423,1776403270.312506,1776403270.186066,126.441
424,1776403270.415734,1776403270.268885,146.849
425,1776403270.514553,1776403270.388013,126.539
426,1776403270.618234,1776403270.464646,153.588
427,1776403270.724744,1776403270.588649,136.096
428,1776403270.826587,1776403270.671602,154.986
429,1776403270.924376,1776403270.753378,170.998
430,1776403271.023652,1776403270.871864,151.788
431,1776403271.120397,1776403270.988062,132.335
432,1776403271.219947,1776403271.073645,146.302
433,1776403271.325865,1776403271.189456,136.409
434,1776403271.430085,1776403271.271535,158.550
435,1776403271.531390,1776403271.391171,140.219
436,1776403271.633714,1776403271.475869,157.845
437,1776403271.733387,1776403271.593960,139.427
438,1776403271.837794,1776403271.711868,125.926
439,1776403271.940313,1776403271.794705,145.608
440,1776403272.045843,1776403271.906593,139.249
441,1776403272.147508,1776403272.020355,127.153
442,1776403272.254720,1776403272.111606,143.114
443,1776403272.354869,1776403272.232541,122.329
444,1776403272.452308,1776403272.316448,135.860
445,1776403272.555064,1776403272.434430,120.635
446,1776403272.656221,1776403272.518213,138.009
447,1776403272.755184,1776403272.595920,159.264
448,1776403272.856241,1776403272.714403,141.838
449,1776403272.961629,1776403272.838170,123.459
450,1776403273.060278,1776403272.914959,145.319
451,1776403273.161592,1776403273.037742,123.849
452,1776403273.260184,1776403273.116621,143.563
453,1776403273.357138,1776403273.240601,116.537
454,1776403273.458040,1776403273.310787,147.252
455,1776403273.567873,1776403273.434747,133.127
456,1776403273.674945,1776403273.515476,159.469
457,1776403273.782041,1776403273.636402,145.639
458,1776403273.884441,1776403273.753572,130.869
459,1776403273.987307,1776403273.837758,149.549
460,1776403274.091720,1776403273.955776,135.944
461,1776403274.197293,1776403274.038037,159.256
462,1776403274.303741,1776403274.155738,148.003
463,1776403274.409082,1776403274.272474,136.608
464,1776403274.519744,1776403274.358271,161.473
465,1776403274.627052,1776403274.468425,158.627
466,1776403274.729504,1776403274.589491,140.013
467,1776403274.830079,1776403274.670804,159.276
468,1776403274.930964,1776403274.797693,133.270
469,1776403275.026973,1776403274.875432,151.541
470,1776403275.135921,1776403274.997497,138.424
471,1776403275.232732,1776403275.116786,115.946
472,1776403275.334407,1776403275.197846,136.561
473,1776403275.432736,1776403275.273200,159.536
474,1776403275.536992,1776403275.392462,144.530
475,1776403275.640880,1776403275.510938,129.942
476,1776403275.739572,1776403275.610569,129.003
477,1776403275.847655,1776403275.715299,132.356
478,1776403275.947216,1776403275.828313,118.903
479,1776403276.048815,1776403275.910913,137.902
480,1776403276.155071,1776403276.032264,122.807
481,1776403276.254229,1776403276.108965,145.264
482,1776403276.357114,1776403276.228403,128.711
483,1776403276.453717,1776403276.307865,145.852
484,1776403276.554379,1776403276.392295,162.084
485,1776403276.653938,1776403276.515442,138.495
486,1776403276.757174,1776403276.636042,121.132
487,1776403276.854617,1776403276.713917,140.700
488,1776403276.955190,1776403276.835767,119.423
489,1776403277.054396,1776403276.910542,143.854
490,1776403277.160658,1776403276.988780,171.878
491,1776403277.265287,1776403277.113625,151.662
492,1776403277.366849,1776403277.237460,129.389
493,1776403277.474776,1776403277.348218,126.558
494,1776403277.578025,1776403277.429041,148.984
495,1776403277.687080,1776403277.551065,136.015
496,1776403277.793463,1776403277.669623,123.841
497,1776403277.896959,1776403277.751873,145.086
498,1776403278.002414,1776403277.874360,128.054
499,1776403278.108208,1776403277.954279,153.930
500,1776403278.214972,1776403278.068079,146.892
501,1776403278.323391,1776403278.188843,134.548
502,1776403278.427035,1776403278.271612,155.422
503,1776403278.530015,1776403278.393305,136.710
504,1776403278.627625,1776403278.470667,156.958
505,1776403278.731595,1776403278.587645,143.950
506,1776403278.833063,1776403278.712796,120.267
507,1776403278.932364,1776403278.791264,141.100
508,1776403279.040998,1776403278.908717,132.281
509,1776403279.143382,1776403278.990603,152.778
510,1776403279.246846,1776403279.110098,136.748
511,1776403279.348585,1776403279.210593,137.991
512,1776403279.450946,1776403279.307687,143.259
513,1776403279.551467,1776403279.431715,119.752
514,1776403279.657139,1776403279.512010,145.129
515,1776403279.763007,1776403279.638361,124.646
516,1776403279.871194,1776403279.714366,156.827
517,1776403279.977380,1776403279.837265,140.115
518,1776403280.082611,1776403279.953607,129.004
519,1776403280.183402,1776403280.031721,151.681
520,1776403280.283448,1776403280.150678,132.770
521,1776403280.380955,1776403280.234980,145.976
522,1776403280.483142,1776403280.347687,135.455
523,1776403280.582413,1776403280.467464,114.949
524,1776403280.682440,1776403280.546325,136.115
525,1776403280.780780,1776403280.632060,148.721
526,1776403280.874478,1776403280.751854,122.624
527,1776403280.968112,1776403280.831566,136.546
528,1776403281.064383,1776403280.913514,150.869
529,1776403281.161550,1776403281.034590,126.960
530,1776403281.257020,1776403281.113309,143.711
531,1776403281.363810,1776403281.232874,130.936
532,1776403281.461659,1776403281.310436,151.223
533,1776403281.557038,1776403281.431605,125.432
534,1776403281.656837,1776403281.508368,148.469
535,1776403281.760000,1776403281.635502,124.498
536,1776403281.859811,1776403281.711328,148.483
537,1776403281.965178,1776403281.831159,134.019
538,1776403282.065688,1776403281.913893,151.796
539,1776403282.172106,1776403282.031032,141.074
540,1776403282.276180,1776403282.151170,125.010
541,1776403282.374875,1776403282.234002,140.872
542,1776403282.485523,1776403282.354040,131.483
543,1776403282.588506,1776403282.433046,155.461
544,1776403282.688503,1776403282.555892,132.611
545,1776403282.791827,1776403282.634286,157.540
546,1776403282.895463,1776403282.751309,144.155
547,1776403282.998280,1776403282.866762,131.518
548,1776403283.094989,1776403282.950569,144.419
549,1776403283.197510,1776403283.068352,129.158
550,1776403283.300709,1776403283.148164,152.545
551,1776403283.408885,1776403283.272838,136.047
552,1776403283.521478,1776403283.391912,129.567
553,1776403283.624355,1776403283.471150,153.204
554,1776403283.721347,1776403283.591554,129.792
555,1776403283.822778,1776403283.672510,150.268
556,1776403283.925066,1776403283.791760,133.306
557,1776403284.024531,1776403283.868249,156.281
558,1776403284.123372,1776403284.001623,121.749
559,1776403284.227291,1776403284.068370,158.921
560,1776403284.331820,1776403284.187566,144.255
561,1776403284.437760,1776403284.313077,124.683
562,1776403284.533842,1776403284.392781,141.061
563,1776403284.640908,1776403284.514391,126.516
564,1776403284.742430,1776403284.590208,152.223
565,1776403284.843165,1776403284.711597,131.568
566,1776403284.942319,1776403284.790785,151.535
567,1776403285.042746,1776403284.915573,127.172
568,1776403285.143703,1776403284.992517,151.187
569,1776403285.244739,1776403285.113153,131.586
570,1776403285.345898,1776403285.210639,135.259
571,1776403285.449072,1776403285.311684,137.388
572,1776403285.552087,1776403285.392495,159.592
573,1776403285.654162,1776403285.511233,142.929
574,1776403285.757678,1776403285.634657,123.021
575,1776403285.863338,1776403285.711062,152.276
576,1776403285.963111,1776403285.832905,130.207
577,1776403286.055445,1776403285.911139,144.306
578,1776403286.155324,1776403286.030785,124.538
579,1776403286.254454,1776403286.112293,142.161
580,1776403286.353871,1776403286.191006,162.865
581,1776403286.463692,1776403286.311688,152.004
582,1776403286.564135,1776403286.432378,131.756
583,1776403286.666149,1776403286.514293,151.855
